title,dayofyear,hour
"How to remodel a man tips and techniques on accomplishing something you know is impossible but want to try anyway",31,15
"How to rename your boat and 19 other useful ceremonies superstitions prayers rituals and curses",16,16
"How to rent a fire lookout in the Pacific Northwest a guide to renting fire lookouts guard stations ranger cabins warming shelters and bunkhouses in the national forests of Oregon and Washington",9,11
"How to rent a Negro",0,14
"How to repair Briggs Stratton engines",28,13
"How to repair home laundry appliances",64,14
"How to repair restore and maintain your credit",55,15
"How to repair Tecumseh engines",28,14
"How to repair your binocular",37,10
"How to research a little bit of Indian",26,13
"How to research Congress",27,13
"How to restore antique furniture",28,17
"How to restore auto upholstery",42,13
"How to restore your Mustang",37,17
"How to retire early and live well with less than a million dollars",12,19
"How to retire happy everything you need to know about the 12 most important decisions you must make before you retire",0,13
"How to retire happy wild and free retirement wisdom that you wont get from your financial advisor",5,13
"How to retire rich time tested strategies to beat the market and retire in style",0,14
"How to rock and roll a city riders repair manual",3,14
"How to rock climb",7,17
"How to ruin a friendship",52,11
"How to ruin your love life",3,13
"How to rule the world a guide for the aspiring dictator",43,16
"How to run a catering business from home",8,13
"How to run a thriving business strategies for success and satisfaction",27,18
"How to run a traditional Jewish household",55,16
"How to run seminars and workshops presentation skills for consultants trainers and teachers",22,16
"How to run three phase motors on single phase power",15,10
"How to run your business like a girl successful strategies from entrepreneurial women who made it happen",8,17
"How to run your own home business",20,16
"How to sail a practical course in boat handling",26,13
"How to sail around the world advice and ideas for voyaging under sail",6,15
"How to satisfy a woman every time and have her beg for more",39,15
"How to save a life",11,16
"How to save a wetland a step by step guide for concerned neighborhood groups",25,16
"How to save money everyday",33,17
"How to save the Catholic church",83,12
"How to save the planet",10,10
"How to save thousands of dollars on your home mortgage",14,17
"How to save your child or baby when every second counts",8,19
"How to save your childs life what to do after you call 911",87,11
"How to save your own life a novel",15,12
"How to save your own life the Savard system for managing and controlling your health care",24,14
"How to save your teeth toxic free preventive dentistry",41,17
"How to say it at work putting yourself across with power words phrases body language and communication secrets",1,17
"How to say it best choice words phrases model speeches for every occasion",59,14
"How to say it choice words phrases sentences and paragraphs for every situation",16,16
"How to say it for couples communicating with tenderness openness and honesty",1,10
"How to say it in your job search choice words phrases sentences and paragraphs for resumes cover letters and interviews",3,14
"How to say it online everything you need to know to master the new language of cyberspace",63,17
"How to say it to seniors closing the communication gap with our elders",26,19
"How to say it to teens talking about the most important topics of their lives",29,15
"How to say it to your kids the right words to solve problems soothe feelings and teach values",2,17
"How to say no to your toddler creating a safe rational and effective discipline program for your 9 month old to 3 year old",0,16
"How to say no without feeling guilty and say yes to more time more joy and what matters most to you",26,13
"How to seduce a ghost",3,11
"How to select and use Nikon SLR cameras",82,17
"How to select furnishings for the home",27,14
"How to select use Canon SLR cameras",5,17
"How to select use medium format cameras",7,15
"How to self publish or perish completely forever what the other guides wont tell you so they can sell you their book",63,13
"How to self publish your own comic book",29,11
"How to sell more than 75% of your freelance writing",13,19
"How to sell your business",57,14
"How to sell your home in 5 days",31,12
"How to sell your home without a broker",13,19
"How to set limits defining appropriate boundaries of behavior for your children from infants to teens",24,17
"How to set up your own small business",25,15
"How to settle an estate a manual for executors and trustees",42,17
"How to settle an estate a step by step guide for executors",8,18
"How to settle your own auto accident claim without a lawyer",54,18
"How to sew leather suede fur",23,15
"How to shit in the woods an environmentally sound approach to a lost art",0,14
"How to shoot an amateur naturalist",42,15
"How to shoot and edit video",14,11
"How to shoot stock photos that sell",69,14
"How to show sell your crafts the crafters complete guide on how to display work at shows and make profitable sales",63,19
"How to simply cut hair even better an advanced step by step guide to the six basic haircuts that can be combined or altered to create just about any hairstyle",8,11
"How to ski just a little bit",12,19
"How to sleep like a bear putting insomnia to bed",15,17
"How to sleep soundly tonight 250 simple and natural ways to prevent sleeplessness",63,15
"How to sleep with a movie star",3,12
"How to smelt your gold silver",22,9
"How to solve algebra word problems",3,12
"How to solve crossword puzzles",65,15
"How to solve general chemistry problems",43,13
"How to solve it a new aspect of mathematical method",15,19
"How to solve our human problems the Four Noble Truths",13,16
"How to solve problems for success in freshman physics engineering and beyond",24,17
"How to solve word problems in algebra a solved problem approach",0,16
"How to solve word problems in calculus a solved problem approach",19,13
"How to solve your refrigeration and air conditioning service problems",86,14
"How to spar against Tae kwon do",51,17
"How to speak Cat the essential primer of Cat language",18,16
"How to speak chimpanzee a phrase book of useful everyday expressions in Chimpanzee that no human should be without",10,13
"How to speak dog mastering the art of dog human communication",12,17
"How to speak dolphin in three easy lessons",17,14
"How to speak English without a foreign accent",11,13
"How to speak out for truth",52,13
"How to spit nickels and 101 other cool tricks you never learned to do as a kid",53,16
"How to spot a bastard by his star sign the ultimate horrorscope",3,11
"How to spot a dangerous man before you get involved",7,10
"How to spot a liar why people dont tell the truth and how you can catch them",90,10
"How to spot an owl",53,12
"How to spot butterflies Patricia Taylor Sutton and Clay Sutton",65,16
"How to spot hawks eagles",43,16
"How to star in your own TV show for 50 or less",59,12
"How to start a business in Washington",1,16
"How to start a business without quitting your job the moonlight entrepreneurs guide",41,11
"How to start a conversation and make friends",20,15
"How to start a home based catering business",13,18
"How to start a home based craft business",51,16
"How to start a home based gift basket business",83,16
"How to start a home based interior design business",7,15
"How to start a home based landscaping business",33,15
"How to start a home based mail order business",40,18
"How to start a home based photography business",15,13
"How to start a home based web design business",15,14
"How to start a magazine",27,13
"How to start a retirement business",81,14
"How to start a successful home business",34,17
"How to start and operate an electrical contracting business",12,19
"How to start and run a writing and editing business",69,14
"How to start day trading futures options and indicies",10,11
"How to start finance and operate your own business",9,15
"How to start making money with your crafts",15,16
"How to start making money with your sewing",29,16
"How to start manage a retail florist business a practical way to start your own business",27,19
"How to start manage a retail grocery store business a practical way to start your own business",68,16
"How to start run and stay in business",6,16
"How to start run stay in business the nuts and bolts guide to turning your business dream into a reality",0,17
"How to stay healthy fit on the road",55,13
"How to stay married love it solving the puzzle of a SoulMate marriage",58,16
"How to stay young and healthy in a toxic world",37,11
"How to steal a million",7,11
"How to stop a sentence and other methods of managing words a basic guide to punctuation",84,16
"How to stop heartburn simple ways to heal heartburn and acid reflux",15,16
"How to stop time heroin from A to Z",26,12
"How to stop worrying and start living",1,15
"How to stubbornly refuse to make yourself miserable about anything yes anything",2,17
"How to study suggestions for high school and college students",69,14
"How to study your Bible",21,12
"How to succeed at globalization a primer for roadside vendors",29,13
"How to succeed in business without being white straight talk on making it in America",29,19
"How to succeed in business without really trying",1,16
"How to succeed in business without really trying original Broadway cast",43,11
"How to succeed in business without really trying the new Broadway cast recording",32,14
"How to succeed in business without really trying vocal selections",58,11
"How to succeed in business without working so damn hard rethinking the rules reinventing the game",18,15
"How to succeed in murder",83,10
"How to succeed in the publishing game",91,13
"How to succeed with women",30,15
"How to suppress womens writing",16,17
"How to survive a move by hundreds of happy people who did and some things to avoid from a few who havent unpacked yet",6,16
"How to survive a robot uprising tips on defending yourself against the coming rebellion",5,15
"How to survive and even excel in general chemistry",56,18
"How to survive and maybe even love nursing school a guide for students by students",12,12
"How to survive and profit in tough times",10,15
"How to survive and prosper as an artist selling yourself without selling your soul",7,11
"How to survive anything anywhere a handbook of survival skills for every scenario and environment",7,13
"How to survive the loss of a love",28,11
"How to survive without a salary learning how to live the conserver lifestyle",3,10
"How to survive your aging parents so you can enjoy life a common sense guide for turning a difficult time in both your lives into a loving cooperative relationship",17,10
"How to survive your high school reunion and other mid life crises",15,15
"How to tailor a handbook for home tailoring",26,16
"How to take a Japanese bath",7,17
"How to take great pet pictures recipes for outstanding results with any camera",43,11
"How to take great photographs",31,13
"How to take the grrrr out of anger",2,12
"How to talk American a guide to our native tongues",12,16
"How to talk back to your television set",1,13
"How to talk dirty and influence people an autobiography",33,17
"How to talk so kids can learn at home and in school",8,16
"How to talk so kids will listen listen so kids will talk",1,11
"How to talk so people listen connecting in todays workplace",10,16
"How to talk so teens will listen listen so teens will talk",0,12
"How to talk to a liberal if you must the world according to Ann Coulter",5,14
"How to talk to anybody about anything breaking the ice with everyone from accountants to Zen Buddhists",3,17
"How to talk to anyone 92 little tricks for big success in relationships",5,19
"How to talk to anyone anytime anywhere the secrets of good communication",3,17
"How to talk to your baby",8,16
"How to talk to your cat",4,14
"How to talk to your child about sex its best to start early but its never too late a step by step guide for every age",57,19
"How to talk to your dog",22,12
"How to talk to your senior parents about really important things specific questions and answers and useful things to say",17,10
"How to taste a guide to enjoying wine",12,16
"How to teach piano successfully",19,17
"How to teach reading for teachers parents tutors",11,16
"How to teach your baby to read the gentle revolution",34,19
"How to teach your dyslexic child to read a proven method for parents and teachers",26,13
"How to tell a naked man what to do sex advice from a woman who knows",9,17
"How to tell a story and other essays",26,8
"How to tell a story the secrets of writing captivating tales",6,15
"How to think about weird things critical thinking for a new age",3,10
"How to think in chess",3,10
"How to think like Leonardo da Vinci",1,19
"How to think like Leonardo Da Vinci seven steps to genius every day",59,10
"How to think like Leonardo Da Vinci seven steps to genius everyday",62,18
"how to think like Leonardo da Vinci workbook your personal companion to How to think like Leonardo da Vinci",1,17
"How to toilet train your cat 21 days to a litter free home",31,15
"How to toon the art of visual storytelling",12,17
"How to trade in stocks his own words the Jesse Livermore secret trading formula for understanding timing money management and emotional control",38,11
"How to trade the new single stock futures",51,15
"How to train a boy",6,17
"How to train singers with illustrated natural techniques taped exercises",21,15
"How to train your dragon",1,19
"How to transfer to the college of your choice",31,17
"How to travel practically anywhere the ultimate travel guide",80,16
"How to travel with a salmon and other essays",57,18
"How to trick or treat in outer space",20,15
"How to tune modify Bosch fuel injection",84,8
"How to tutor",29,10
"How to understand and listen to great music the Greenberg lectures",8,10
"How to understand and use design and layout",20,16
"How to undress a cop poems",34,11
"How to use Adobe Photoshop 6 visually in full color",27,18
"How to use Adobe Photoshop CS2",1,18
"How to use Adobe Photoshop Elements 2",20,14
"How to use care for woodworking tools",6,10
"How to use Dreamweaver 4 and Fireworks 4",25,13
"How to use Microsoft Outlook 2000",14,14
"How to use Microsoft Windows XP",22,16
"How to use the Internet visually in full color",13,18
"How to use the science of mind",15,17
"How to use the Silva Mind Control method",9,14
"How to use your eyes",12,17
"How to use your VOM multitester or DVM",0,13
"How to walk a pig and other country lessons in country living",41,15
"How to want what you have",16,11
"How to want what you have discovering the magic and grandeur of ordinary existence",8,16
"How to wash your face Americas leading dermatologist reveals the essential secrets for youthful radiant skin",14,13
"How to watch baseball",85,18
"How to watch football the spectators guide",2,15
"How to waterproof your basement for as little as ten dollars",6,17
"How to win any argument without raising your voice losing your cool or coming to blows",9,14
"How to win at checkers",6,16
"How to win at college simple rules for success from star students",15,13
"How to win at Omaha high low poker",19,18
"How to win at poker",41,19
"How to win at slalom autocross",84,19
"How to win friends and influence people for teen girls",17,16
"How to win friends influence people",1,19
"How to win in Washington very practical advice about lobbying the grassroots and the media",11,15
"How to win ROTC scholarships an in depth behind the scenes look at the ROTC scholarship selection process",29,12
"How to win sweepstakes prize contests",10,16
"How to win your personal injury claim",6,14
"How to work a room the ultimate guide to savvy socializing in person and online",24,15
"How to work for a jerk",67,16
"How to work for an idiot survive thrive without killing your boss",18,16
"How to work in stained glass",31,11
"How to work with concrete and masonry",86,17
"How to work with just about anyone a three step solution for getting difficult people to change",34,13
"How to wrap five more eggs traditional Japanese packaging",30,17
"How to write",33,16
"How to write a book proposal",0,19
"How to write a business plan",4,15
"How to write a childrens book and get it published",14,13
"How to write a com business plan the internet entrepreneurs guide to everything you need to know about business plans and financing options",24,14
"How to write a cookbook and get it published",51,13
"How to write a damn good mystery a practical step by step guide from inspiration to finished manuscript",17,14
"How to write a damn good novel",2,10
"How to write a dirty story reading writing and publishing erotica",40,11
"How to write a grant proposal",6,17
"How to write a letter",34,13
"How to write a movie in 21 days the inner movie method",35,18
"How to write a mystery",24,16
"How to write a play",12,18
"How to write a resume if you didnt go to college",7,17
"How to write a romance and get it published with intimate advice from the worlds most popular romantic writers",10,11
"How to write a romance for the new markets and get it published",10,11
"How to write a selling screenplay a step by step approach to developing your story and writing your screenplay by one of todays most successful screenwriters and teachers",10,13
"How to write a story",10,15
"How to write a successful marketing plan a disciplined and comprehensive approach",20,18
"How to write a term paper",17,12
"How to write a thesis",13,18
"How to write a thesis a guide to the research paper",66,16
"How to write a winning college application essay",21,15
"How to write a winning personal statement for graduate and professional school",5,19
"How to write and deliver an effective speech",4,15
"How to write and sell historical fiction",20,19
"How to write and sell your articles",51,17
"How to write and sell your first nonfiction book",90,14
"How to write articles for newspapers and magazines",7,19
"How to write attention grabbing query cover letters",4,17
"How to write better rÃ¢Â€ÂšsumÃ¢Â€Âšs",0,18
"How to write fast while writing well",28,14
"How to write fillers and short features that sell",62,17
"How to write for animation",14,18
"How to write for the New Age market",6,13
"How to write great essays",3,12
"How to write horror fiction",56,17
"How to write illustrate and design childrens books",15,16
"How to write irresistible query letters",40,19
"How to write it a complete guide to everything youll ever write",44,17
"How to write killer fiction the funhouse of mystery the roller coaster of suspense",16,13
"How to write knockout proposals what you must know and say to win funding every time",37,11
"How to write like an expert about anything",19,16
"How to write poetry",12,13
"How to write powerful fund raising letters",30,14
"How to write proposals that produce",7,11
"How to write recite and delight in all kinds of poetry",27,17
"How to write romances",3,10
"How to write science fiction and fantasy",4,16
"How to write science fiction fantasy",3,11
"How to write sell true crime how to spot local stories and turn them into gripping national bestsellers",41,18
"How to write sell your first novel",57,12
"How to write short stories",3,16
"How to write songs on guitar",17,16
"How to write successful fundraising letters sample letters style tips useful hints real world examples",3,14
"How to write successfully in high school and college",59,15
"How to write super school reports",5,17
"How to write themes and term papers",82,17
"How to write themes essays",34,19
"How to write your novel",90,14
"How to write your own living will with forms",7,18
"how tos in making seafood gumbo",56,13
"How tough could it be the trials and errors of a sportswriter turned stay at home dad",62,16
"How Turtles back was cracked a traditional Cherokee tale",6,16
"How U gonna live",1,11
"How Wal Mart is destroying America and the world and what you can do about it",3,11
"How Wall Street created a nation J P Morgan Teddy Roosevelt and the Panama Canal",1,18
"How Wall Street works",15,15
"How wars are won the 13 rules of war from ancient Greece to the war on terror",24,15
"How was I born",56,18
"How we are hungry stories",2,11
"How we became human new and selected poems",31,17
"How we behave at the feast reflections on living in an age of plenty",87,17
"How we believe science skepticism and the search for God",23,10
"How we believe the search for God in an age of science",90,18
"How we choose to be happy the 9 choices of extremely happy people their secrets their stories",2,17
"How we crossed the West the adventures of Lewis Clark",10,14
"How we die reflections on lifes final chapter",12,18
"How we got here a slightly irreverent history of technology and markets",3,18
"How we got here the 70s the decade that brought you modern life for better or worse",31,12
"How we got the vote",20,16
"How we heal nutritional emotional and psychospiritual fundamentals",5,15
"How we hear music the relationship between music and the hearing mechanism",12,19
"How we invented the airplane an illustrated history",18,13
"How we know about the Egyptians",12,15
"How we know about the Greeks",87,15
"How we know about the Romans",7,16
"How we know about the Vikings",57,15
"How we know what isnt so the fallibility of human reason in everyday life",6,13
"How we learn to read",42,18
"How we learned the earth is round",19,14
"How we live our yoga teachers and practitioners on how yoga enriches surprises and heals us personal stories",90,17
"How we met real life tales of how happily married couples found each other",56,18
"How we play",8,18
"How we talk American regional English today",38,15
"How we think a restatement of the relation of reflective thinking to the educative process",0,16
"How weaning happens",30,10
"How well does your child write a step by step assessment of your childs writing skills and techniques to develop them",14,13
"How whales walked into the sea",14,10
"How why stories world tales kids can read tell",23,17
"How will I ever sleep in this bed",56,14
"How will Santa find me",21,17
"How will the wolf survive",15,16
"How will we get to the beach",22,11
"How wings are attached to the backs of angels comment les ailes sont attachies au dos des anges",32,14
"How women saved the city",2,15
"How would you move Mount Fuji Microsofts cult of the puzzle how the worlds smartest companies select the most creative thinkers",10,11
"How would you survive as an American Indian",86,11
"How would you survive as an ancient Greek",2,15
"How would you survive in the Middle Ages",34,14
"How writers work finding a process that works for you",22,13
"How you are changing for discussion or individual use",14,17
"How you can be more interesting",27,16
"How you can be sure that you will spend eternity with God",69,11
"How you can make 25000 a year writing no matter where you live",84,13
"How you can survive when theyre depressed living and coping with depression fallout",21,18
"How you can teach Johnnie to read",37,17
"How you feel is up to you the power of emotional choice",33,15
"How you grow and change",26,16
"How you look at it photographs of the 20th century",34,16
"How you lose a novel in stories",10,14
"How you talk",8,14
"How you were born",20,16
"How your baby child learns give your baby child the best start",34,17
"How your child is smart a life changing approach to learning",36,13
"How your immune system works",20,14
"How Yussel caught the gefilte fish a Shabbos story",32,16
"Howard and the sitter surprise",23,12
"Howard Ben TrÃ¢Â€Âš",44,11
"Howard Finster man of visions",1,10
"Howard Finster stranger from another world man of visions now on this earth",1,10
"Howard Hawks American artist",19,15
"Howard Hawks Gentlemen prefer blondes",5,19
"Howard Hawks His girl Friday",2,16
"Howard Hawks I was a male war bride",4,14
"Howard Hawks Land of the pharaohs",34,14
"Howard Hawks Monkey business",0,14
"Howard Hawks Only angels have wings",16,14
"Howard Hawks Rio Bravo",2,17
"Howard Hodgkin",42,12
"Howard Hodgkin forty paintings 1973 84",42,12
"Howard Hodgkin paintings",42,12
"Howard Hughes aviator",3,15
"Howard Hughes the man the madness",6,15
"Howard Hughes the real aviator",1,11
"Howard Hughes the secret life",3,17
"Howard Hughes the untold story",15,14
"Howard Pyles book of the American spirit the romance of American history",59,15
"Howard Zinn a radical American vision",5,19
"Howard Zinn on history",21,13
"Howard Zinn on war",8,17
"Howards End",0,12
"Howards of Caxley",22,14
"Howards of Virginia",2,17
"Howdi do",65,15
Howdy,7,10
"Howie Bowles secret agent",45,17
"Howie Monroe and the doghouse of doom",7,11
Howjadoo,12,11
Howl,0,12
"Howl and other poems",16,13
"Howl howl gaff gaff",0,17
"Howl original draft facsimile transcript variant versions fully annotated by author with contemporaneous correspondence account of first public reading legal skirmishes precursor texts bibliography",28,18
"Howl U S A",7,19
Howler,12,13
"Howliday Inn",9,17
"Howlin Wolf story the secret history of rock roll Blue Sea Productions produced by Joe Lauro directed by Don McGlynn",5,14
"Howlin Wolf the Chess box",5,18
"Howling bloody murder a Beanie and Cruiser mystery",7,17
"howling ghost",82,13
"Howling it grows and grows",7,12
"Howling near heaven Twyla Tharp and the reinvention of modern dance",41,14
"Howls moving castle",2,16
"Howls moving castle 1",6,14
"Howls moving castle 2",0,15
"Howls moving castle 3",0,9
"Howls moving castle 4",0,9
"Howls moving castle picture book",3,10
"Howm I doin",29,15
"Hows the squid a book of food cartoons",40,8
"Hows your news",9,15
"Hows your romance concluding the Buddies cycle",0,14
